"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology","bh_adjust"
"4174","GO:0080135",0,1,9,9,"regulation of cellular response to stress","BP",0
"4183","GO:0090066",0,1,9,9,"regulation of anatomical structure size","BP",0
"4206","GO:0090150",0,1,10,10,"establishment of protein localization to membrane","BP",0
"4231","GO:0090407",0,1,11,11,"organophosphate biosynthetic process","BP",0
"4268","GO:0097305",0,1,9,9,"response to alcohol","BP",0
"4275","GO:0097367",0,1,13,13,"carbohydrate derivative binding","MF",0
"4282","GO:0097447",0,1,10,10,"dendritic tree","CC",0
"4284","GO:0097458",0,1,16,16,NA,NA,0
"4289","GO:0097485",0,1,9,9,"neuron projection guidance","BP",0
"4305","GO:0097708",0,1,21,21,"intracellular vesicle","CC",0
"4323","GO:0098588",0,1,21,21,"bounding membrane of organelle","CC",0
"4337","GO:0098771",0,1,10,10,"inorganic ion homeostasis","BP",0
"4338","GO:0098772",0,1,9,9,"molecular function regulator","MF",0
"4346","GO:0098796",0,1,12,12,"membrane protein complex","CC",0
"4351","GO:0098805",0,1,16,16,NA,NA,0
"4354","GO:0098827",0,1,12,12,"endoplasmic reticulum subcompartment","CC",0
"4367","GO:0099080",0,1,9,9,"supramolecular complex","CC",0
"4368","GO:0099081",0,1,9,9,"supramolecular polymer","CC",0
"4378","GO:0099503",0,1,8,8,"secretory vesicle","CC",0
"4380","GO:0099512",0,1,9,9,"supramolecular fiber","CC",0
"4397","GO:0120025",0,1,24,24,"plasma membrane bounded cell projection","CC",0
"4402","GO:0120036",0,1,17,17,"plasma membrane bounded cell projection organization","BP",0
"4403","GO:0120038",0,1,19,19,NA,NA,0
"4404","GO:0120039",0,1,11,11,"plasma membrane bounded cell projection morphogenesis","BP",0
"4413","GO:0140096",0,1,17,17,"catalytic activity, acting on a protein","MF",0
"4418","GO:0140110",0,1,15,15,"transcription regulator activity","MF",0
"4451","GO:1901135",0,1,15,15,"carbohydrate derivative metabolic process","BP",0
"4453","GO:1901137",0,1,10,10,"carbohydrate derivative biosynthetic process","BP",0
"4467","GO:1901265",0,1,10,10,"nucleoside phosphate binding","MF",0
"4473","GO:1901361",0,1,19,19,"organic cyclic compound catabolic process","BP",0
"4474","GO:1901362",0,1,16,16,"organic cyclic compound biosynthetic process","BP",0
"4482","GO:1901565",0,1,11,11,"organonitrogen compound catabolic process","BP",0
"4494","GO:1901652",0,1,9,9,"response to peptide","BP",0
"4503","GO:1901698",0,1,17,17,"response to nitrogen compound","BP",0
"4504","GO:1901699",0,1,9,9,"cellular response to nitrogen compound","BP",0
"4505","GO:1901700",0,1,23,23,"response to oxygen-containing compound","BP",0
"4506","GO:1901701",0,1,16,16,"cellular response to oxygen-containing compound","BP",0
"4554","GO:1902494",0,1,16,16,"catalytic complex","CC",0
"4556","GO:1902531",0,1,19,19,"regulation of intracellular signal transduction","BP",0
"4557","GO:1902532",0,1,9,9,"negative regulation of intracellular signal transduction","BP",0
"4558","GO:1902533",0,1,9,9,"positive regulation of intracellular signal transduction","BP",0
"4567","GO:1902679",0,1,13,13,"negative regulation of RNA biosynthetic process","BP",0
"4568","GO:1902680",0,1,14,14,"positive regulation of RNA biosynthetic process","BP",0
"4591","GO:1903047",0,1,11,11,"mitotic cell cycle process","BP",0
"4637","GO:1903506",0,1,26,26,"regulation of nucleic acid-templated transcription","BP",0
"4638","GO:1903507",0,1,13,13,"negative regulation of nucleic acid-templated transcription","BP",0
"4639","GO:1903508",0,1,14,14,"positive regulation of nucleic acid-templated transcription","BP",0
"4645","GO:1903530",0,1,11,11,"regulation of secretion by cell","BP",0
"4823","GO:2000113",0,1,21,21,"negative regulation of cellular macromolecule biosynthetic process","BP",0
"4890","GO:2001141",0,1,26,26,"regulation of RNA biosynthetic process","BP",0
"990","GO:0008150",5.69847785817389e-195,1,132,132,"biological_process","BP",6.25557737137791e-194
"486","GO:0005575",3.24151441606149e-193,1,131,131,"cellular_component","CC",3.55047125884235e-192
"490","GO:0005623",5.9823366418446e-190,1,129,129,NA,NA,6.52340575589588e-189
"2920","GO:0044464",5.9823366418446e-190,1,129,129,NA,NA,6.52340575589588e-189
"489","GO:0005622",2.84624342891491e-185,1,126,126,"intracellular anatomical structure","CC",3.0899372800189e-184
"2893","GO:0044424",2.84624342891491e-185,1,126,126,NA,NA,3.0899372800189e-184
"1206","GO:0009987",2.00971636468237e-182,1,124,124,"cellular process","BP",2.17697090540759e-181
"361","GO:0003674",2.57438457849803e-180,1,123,123,"molecular_function","MF",2.78249011601097e-179
"2738","GO:0043226",9.21430051161718e-168,1,115,115,"organelle","CC",9.9372687056056e-167
"2741","GO:0043229",1.00103098429682e-164,1,113,113,"intracellular organelle","CC",1.07720592981239e-163
"506","GO:0005737",1.7648330148688e-154,1,106,106,"cytoplasm","CC",1.89497496804402e-153
"3871","GO:0065007",3.67838367742136e-152,1,104,104,"biological regulation","BP",3.94101063430275e-151
"2739","GO:0043227",1.17552206311705e-143,1,99,99,"membrane-bounded organelle","CC",1.25670735592927e-142
"3396","GO:0050789",6.74258120731901e-143,1,98,98,"regulation of biological process","BP",7.19257521398138e-142
"991","GO:0008152",1.38396378230825e-142,1,98,98,"metabolic process","BP",1.47312587414025e-141
"2892","GO:0044422",9.82055043561331e-139,1,96,96,NA,NA,1.04306149323711e-137
"4084","GO:0071704",1.43362985764035e-136,1,94,94,"organic substance metabolic process","BP",1.51939993767629e-135
"2907","GO:0044444",3.83298630075718e-136,1,94,94,NA,NA,4.05354822797748e-135
"2909","GO:0044446",6.52698817061056e-136,1,94,94,NA,NA,6.88772708670667e-135
"2855","GO:0044238",4.13645899821449e-135,1,93,93,"primary metabolic process","BP",4.35570907816276e-134
"2743","GO:0043231",1.2484983943894e-134,1,93,93,"intracellular membrane-bounded organelle","CC",1.31185901954364e-133
"470","GO:0005488",1.4893434915887e-133,1,92,92,"binding","MF",1.56158301564653e-132
"737","GO:0006807",1.84170783352255e-133,1,92,92,"nitrogen compound metabolic process","BP",1.92692118104375e-132
"2854","GO:0044237",1.9701746185862e-133,1,92,92,"cellular metabolic process","BP",2.05694613902181e-132
"3400","GO:0050794",1.48222804494057e-123,1,85,85,"regulation of cellular process","BP",1.54422357038712e-122
"2725","GO:0043170",2.16482824022009e-111,1,78,78,"macromolecule metabolic process","BP",2.25059579973728e-110
"2252","GO:0032991",2.13636438442369e-106,1,75,75,"protein-containing complex","CC",2.21630867534187e-105
"491","GO:0005634",1.35175854781531e-102,1,72,72,"nucleus","CC",1.3993837962299e-101
"4481","GO:1901564",2.46410743918916e-99,1,70,70,"organonitrogen compound metabolic process","BP",2.54555267454762e-98
"1660","GO:0019222",9.57540854383395e-99,1,69,69,"regulation of metabolic process","BP",9.87111969004058e-98
"2169","GO:0032501",5.26805858808464e-98,1,68,68,"multicellular organismal process","BP",5.4193634154573e-97
"3428","GO:0050896",2.14664470560148e-96,1,67,67,"response to stimulus","BP",2.2036789896206e-95
"2170","GO:0032502",4.10505363222903e-96,1,67,67,"developmental process","BP",4.2053232094672e-95
"2367","GO:0034641",7.28155787082746e-96,1,67,67,"cellular nitrogen compound metabolic process","BP",7.44387593169799e-95
"4096","GO:0071840",3.83372648532572e-95,1,66,66,"cellular component organization or biogenesis","BP",3.9110386410589e-94
"3331","GO:0048856",2.43857749225856e-93,1,65,65,"anatomical structure development","BP",2.48259331006488e-92
"3704","GO:0060255",7.32664428305978e-93,1,65,65,"regulation of macromolecule metabolic process","BP",7.44344585858682e-92
"3255","GO:0048519",1.59639169228436e-90,1,63,63,"negative regulation of biological process","BP",1.61849050290069e-89
"2861","GO:0044260",7.49444867814225e-89,1,63,63,"cellular macromolecule metabolic process","BP",7.5825277656998e-88
"542","GO:0005829",1.6274588027825e-88,1,62,62,"cytosol","CC",1.64319760190406e-87
"1448","GO:0016043",9.51333529501977e-88,1,61,61,"cellular component organization","BP",9.58561320177865e-87
"861","GO:0007275",2.20380997168291e-86,1,60,60,"multicellular organism development","BP",2.21600318259181e-85
"2740","GO:0043228",7.21893037142394e-85,1,60,60,"non-membrane-bounded organelle","CC",7.2292431290974e-84
"2744","GO:0043232",7.21893037142394e-85,1,60,60,"intracellular non-membrane-bounded organelle","CC",7.2292431290974e-84
"477","GO:0005515",2.09721698239508e-84,1,58,58,"protein binding","MF",2.09593558709015e-83
"4472","GO:1901360",1.5921131575552e-81,1,57,57,"organic cyclic compound metabolic process","BP",1.58790635449662e-80
"386","GO:0003824",2.23554149719535e-81,1,55,55,"catalytic activity","MF",2.22511199325306e-80
"2086","GO:0031974",3.99403731440928e-80,1,56,56,"membrane-enclosed lumen","CC",3.95135909310612e-79
"2745","GO:0043233",3.99403731440928e-80,1,56,56,"organelle lumen","CC",3.95135909310612e-79
"3876","GO:0070013",3.99403731440928e-80,1,56,56,"intracellular organelle lumen","CC",3.95135909310612e-79
"716","GO:0006725",1.41358818388829e-78,1,55,55,"cellular aromatic compound metabolic process","BP",1.39286691131322e-77
"3125","GO:0046483",1.41358818388829e-78,1,55,55,"heterocycle metabolic process","BP",1.39286691131322e-77
"1239","GO:0010468",1.14588093612451e-76,1,54,54,"regulation of gene expression","BP",1.1268211930988e-75
"3311","GO:0048731",4.02790483367105e-76,1,53,53,"system development","BP",3.95298580376477e-75
"2009","GO:0031323",6.4483309504145e-76,1,53,53,"regulation of cellular metabolic process","BP",6.31576047378921e-75
"2896","GO:0044428",1.24578317594441e-75,1,53,53,NA,NA,1.2177406462867e-74
"596","GO:0006139",1.94822541000164e-75,1,53,53,"nucleobase-containing compound metabolic process","BP",1.90058490792804e-74
"1675","GO:0019538",5.97270931044287e-75,1,54,54,"protein metabolic process","BP",5.81509614808396e-74
"3610","GO:0051716",3.08352322940975e-74,1,51,51,"cellular response to stimulus","BP",2.99620762113142e-73
"1443","GO:0016020",8.72671831102423e-74,1,51,51,"membrane","CC",8.46284718422844e-73
"3254","GO:0048518",2.72731626350458e-73,1,51,51,"positive regulation of biological process","BP",2.63963331459901e-72
"2597","GO:0042221",4.02897250602343e-73,1,51,51,"response to chemical","BP",3.89176537146791e-72
"3257","GO:0048523",4.66123631045387e-72,1,50,50,"negative regulation of cellular process","BP",4.49365158652203e-71
"4171","GO:0080090",1.0524889806372e-71,1,50,50,"regulation of primary metabolic process","BP",1.01265949568367e-70
"3491","GO:0051179",1.61104282083973e-71,1,51,51,"localization","BP",1.54704248960089e-70
"2088","GO:0031981",5.48534036361541e-70,1,49,49,"nuclear lumen","CC",5.25714163364469e-69
"4255","GO:0097159",7.07764112955688e-70,1,49,49,"organic cyclic compound binding","MF",6.7699775872779e-69
"2865","GO:0044267",4.3040165019564e-69,1,50,50,"cellular protein metabolic process","BP",4.10891225196499e-68
"3486","GO:0051171",1.4189050914221e-68,1,48,48,"regulation of nitrogen compound metabolic process","BP",1.35195481235111e-67
"3872","GO:0065008",1.07182087520677e-67,1,47,47,"regulation of biological quality","BP",1.01926841756582e-66
"783","GO:0006950",1.12279452647848e-67,1,47,47,"response to stress","BP",1.06567751284911e-66
"4475","GO:1901363",9.38309558383465e-67,1,47,47,"heterocyclic compound binding","MF",8.88858108684877e-66
"1065","GO:0009058",1.86554702895868e-66,1,47,47,"biosynthetic process","BP",1.76382259558772e-65
"3336","GO:0048869",2.54593150485279e-66,1,47,47,"cellular developmental process","BP",2.40247805659858e-65
"1834","GO:0030154",4.02286257606687e-65,1,46,46,"cell differentiation","BP",3.78890338978122e-64
"4487","GO:1901576",6.40006466575048e-65,1,46,46,"organic substance biosynthetic process","BP",6.01630599901104e-64
"2858","GO:0044249",7.01609189187455e-65,1,46,46,"cellular biosynthetic process","BP",6.58278449587541e-64
"1238","GO:0010467",1.65301706308015e-63,1,46,46,"gene expression","BP",1.54796845964395e-62
"3507","GO:0051234",3.10357039181142e-63,1,45,45,"establishment of localization","BP",2.90080379287974e-62
"796","GO:0006996",4.02143074000556e-61,1,43,43,"organelle organization","BP",3.751551452701e-60
"3251","GO:0048513",6.41777398425934e-61,1,42,42,"animal organ development","BP",5.97571478951814e-60
"1188","GO:0009892",8.15880478959451e-61,1,43,43,"negative regulation of metabolic process","BP",7.58243467851142e-60
"739","GO:0006810",2.38230818542963e-60,1,43,43,"transport","BP",2.20982727143728e-59
"3256","GO:0048522",1.70840443181495e-59,1,42,42,"positive regulation of cellular process","BP",1.58172463149358e-58
"4223","GO:0090304",7.76122912124542e-59,1,42,42,"nucleic acid metabolic process","BP",7.17219421806992e-58
"2847","GO:0044085",2.73961048663477e-58,1,41,41,"cellular component biogenesis","BP",2.52693019885655e-57
"1185","GO:0009889",5.22683949781887e-57,1,40,40,"regulation of biosynthetic process","BP",4.8120265320445e-56
"1211","GO:0010033",7.13758902875402e-57,1,40,40,"response to organic substance","BP",6.55882946893184e-56
"362","GO:0003676",4.48210474539842e-56,1,40,40,"nucleic acid binding","MF",4.11096971694767e-55
"2012","GO:0031326",1.91191085395018e-55,1,39,39,"regulation of cellular biosynthetic process","BP",1.75032585080849e-54
"1248","GO:0010556",1.9190349074645e-55,1,39,39,"regulation of macromolecule biosynthetic process","BP",1.75357621804996e-54
"493","GO:0005654",2.37830587159745e-54,1,38,38,"nucleoplasm","CC",2.16920946318377e-53
"3273","GO:0048583",1.21686475241079e-53,1,37,37,"regulation of response to stimulus","BP",1.10782102784411e-52
"1278","GO:0010646",2.34182286135543e-53,1,37,37,"regulation of cell communication","BP",2.12408960825714e-52
"1784","GO:0023051",2.34182286135543e-53,1,37,37,"regulation of signaling","BP",2.12408960825714e-52
"1263","GO:0010605",4.41687979299212e-53,1,38,38,"negative regulation of macromolecule metabolic process","BP",3.99882456535283e-52
"3607","GO:0051704",5.76117382980914e-53,1,37,37,"multi-organism process","BP",5.20627623993986e-52
"2867","GO:0044271",5.97624560457999e-53,1,38,38,"cellular nitrogen compound biosynthetic process","BP",5.39070536427831e-52
"4822","GO:2000112",1.16264106299679e-52,1,37,37,"regulation of cellular macromolecule biosynthetic process","BP",1.04680361396793e-51
"3960","GO:0070887",3.16615826973271e-52,1,36,36,"cellular response to chemical stimulus","BP",2.84548326549055e-51
"1347","GO:0012505",2.39529060885727e-51,1,36,36,"endomembrane system","CC",2.14875521346666e-50
"1461","GO:0016070",2.77724527952426e-50,1,36,36,"RNA metabolic process","BP",2.48685083697546e-49
"4483","GO:1901566",4.70719864203654e-50,1,36,36,"organonitrogen compound biosynthetic process","BP",4.20732672795506e-49
"3590","GO:0051641",4.97479962463641e-50,1,36,36,"cellular localization","BP",4.43842577419834e-49
"1657","GO:0019219",6.15838411514585e-50,1,35,35,"regulation of nucleobase-containing compound metabolic process","BP",5.48442665209087e-49
"1160","GO:0009653",1.48046300952624e-49,1,35,35,"anatomical structure morphogenesis","BP",1.31605651951907e-48
"2894","GO:0044425",2.27436752024244e-49,1,34,34,NA,NA,2.01814130593665e-48
"4807","GO:1990904",5.26775804739801e-49,1,35,35,"ribonucleoprotein complex","CC",4.66586439324586e-48
"3472","GO:0051128",9.96860247628178e-49,1,34,34,"regulation of cellular component organization","BP",8.81368150470535e-48
"832","GO:0007154",5.51440540239678e-48,1,33,33,"cell communication","BP",4.866760307475e-47
"1761","GO:0022607",6.09823550384455e-48,1,34,34,"cellular component assembly","BP",5.37235935679807e-47
"3510","GO:0051239",6.60236894580398e-48,1,33,33,"regulation of multicellular organismal process","BP",5.80606172348748e-47
"4106","GO:0071944",6.73925938065144e-48,1,33,33,"cell periphery","CC",5.9158400323536e-47
"3399","GO:0050793",7.88420514131468e-48,1,33,33,"regulation of developmental process","BP",6.90853475507699e-47
"1270","GO:0010629",2.72546080254311e-47,1,34,34,"negative regulation of gene expression","BP",2.38392801391784e-46
"896","GO:0007399",3.92873510829868e-47,1,33,33,"nervous system development","BP",3.43030305630278e-46
"2","GO:0000003",4.14333337964787e-47,1,33,33,"reproduction","BP",3.61124989235028e-46
"1063","GO:0009056",7.25021848122234e-47,1,33,33,"catabolic process","BP",6.30794717860958e-46
"4014","GO:0071310",2.98051629095566e-46,1,32,32,"cellular response to organic substance","BP",2.58856521056981e-45
"1755","GO:0022414",1.59203746609949e-45,1,32,32,"reproductive process","BP",1.38023460179332e-44
"3518","GO:0051252",2.66668407081372e-45,1,32,32,"regulation of RNA metabolic process","BP",2.30783399214867e-44
"1184","GO:0009888",3.91920924346324e-45,1,32,32,"tissue development","BP",3.38583798550601e-44
"558","GO:0005886",4.79256822996615e-45,1,31,31,"plasma membrane","CC",4.13306367389172e-44
"1066","GO:0009059",4.1377453284803e-44,1,32,32,"macromolecule biosynthetic process","BP",3.55585224638404e-43
"2370","GO:0034645",4.1377453284803e-44,1,32,32,"cellular macromolecule biosynthetic process","BP",3.55585224638404e-43
"3594","GO:0051649",4.43039297974986e-44,1,32,32,"establishment of localization in cell","BP",3.80068852301269e-43
"2857","GO:0044248",7.85063540623749e-44,1,31,31,"cellular catabolic process","BP",6.72304850583026e-43
"3873","GO:0065009",8.70532394969342e-44,1,30,30,"regulation of molecular function","BP",7.44199035211596e-43
"1785","GO:0023052",1.34477122571356e-43,1,30,30,"signaling","BP",1.14761607036112e-42
"1201","GO:0009966",8.92146100681363e-43,1,30,30,"regulation of signal transduction","BP",7.60027936813099e-42
"2838","GO:0043933",1.76254638057098e-42,1,30,30,"protein-containing complex subunit organization","BP",1.49892809176114e-41
"2010","GO:0031324",1.42023783878859e-41,1,29,29,"negative regulation of cellular metabolic process","BP",1.20572786763592e-40
