,Gene,Dispersion,AIC,logLik,meanExp,X.Intercept.,TreatmentVariable,OriginFlat,TreatmentVariable.OriginFlat,se_.Intercept.,se_TreatmentVariable,se_OriginFlat,se_TreatmentVariable.OriginFlat,Chisq_Treatment,Chisq_Origin,Chisq_Treatment.Origin,Df_Treatment,Df_Origin,Df_Treatment.Origin,P_Treatment,P_Origin,P_Treatment.Origin,Treatment,Origin,Treatment.Origin,Stable_OriginFC,Variable_OriginFC,maxGroupFC,col,RF13B,RF13D,RF14B,RF14C,RF15B,RF15D,RF17B,RF17D,RF18B,RF18D,RF19B,RF19C,RF20B,RF20C,RF22B,RF22C,RF23A,RF23C,RF24B,RF24D,RF25A,RF25C,RS11B,RS11D,RS12A,RS12C,RS13A,RS13C,RS14B,RS14C,RS15B,RS15D,RS1B,RS1C,RS2B,RS2C,RS3B,RS3D,RS6A,RS6D,RS7B,RS7C,RS8B,RS8C,RS9A,RS9C,y_Stable_Slope,y_Variable_Slope,y_Stable_Flat,y_Variable_Flat,xall_1,xall_2,xall_3,yall
2116,Pocillopora_acuta_HIv2___TS.g12358.t3,1.350779626,458.3418833,-223.1709417,4.917382127,3.081527634,0.021750266,1.50251177,-0.062494888,0.341154236,0.482379612,0.490010235,0.692947473,0.000607268,18.03151338,0.008133704,1,1,1,0.980339874,2.17E-05,0.928138575,1,0.00101509,0.99942793,-2.1175967,-2.029404639,Stable,q_Origin < 0.05,153.0709933,135.3911712,92.2738843,114.1769175,83.69606868,92.26248549,77.62754184,98.11926743,64.57883871,79.15307858,110.5892471,101.4226619,100.6139641,83.96404193,33.26323983,41.43605891,49.92988046,71.50428302,96.77677958,89.09935316,120.7211807,160.0284346,72.11641349,50.9699779,51.02430859,64.78895944,4.893327442,0,6.562203624,0,0,0,15.92144351,14.39933843,13.19403207,39.22651725,9.723150854,0,0,20.2267091,13.19433995,17.29086259,21.58848171,16.82109269,62.15896533,27.21875269,21.79166667,22.27083333,97.90909091,94,0.939417865,4.220767072,4.220767072,4.492960193
1938,Pocillopora_acuta_HIv2___RNAseq.g3551.t1,0.739060032,392.4430872,-190.2215436,4.349931865,2.617243813,0.170849043,1.458751623,-0.876418752,0.26013844,0.366590168,0.36932705,0.522906199,0.988450045,15.26615158,2.809155257,1,1,1,0.320121492,9.34E-05,0.093727718,1,0.002766352,0.99942793,-2.027163201,-0.802731408,Stable,q_Origin < 0.05,54.44807145,34.33834052,32.95495868,43.75003379,33.2767502,34.59843206,24.75081044,59.57241237,27.00569619,43.47845162,28.03671053,24.20313522,21.97316458,32.85549467,17.79196549,168.7761424,24.4754316,27.42630034,29.32629684,134.9465931,16.04522023,31.82383643,4.872730641,0,16.32777875,14.00842366,18.59464428,8.578439574,6.562203624,12.31208118,11.1815244,0,35.25462492,8.639603059,24.62885987,25.3818641,13.6124112,24.94517965,30.87222896,13.83932728,17.59245326,0,13.49280107,17.75559784,10.35982756,27.99643133,13.69791749,16.24999915,58.90909163,29.09090921,0.416271015,1.790209891,1.790209891,4.30058742
1922,Pocillopora_acuta_HIv2___TS.g5618.t1,1.891432252,333.542792,-160.771396,2.862225832,1.642138341,0.556405674,1.454027068,-0.962525129,0.434678162,0.596160689,0.646863578,0.905712127,0.066619927,4.658646514,1.12938961,1,1,1,0.796323278,0.030897538,0.287905574,1,0.122746172,0.99942793,-1.906249453,-0.652021151,Stable,Not Significant,14.38250944,5.886572661,3.766280992,9.603665955,16.13418191,7.097114268,13.50044206,0,18.78657126,5.574160463,4.672785089,0,18.50371754,6.388568408,18.56552921,150.5847019,8.811155375,19.59021453,23.46103747,32.87160602,18.33739454,22.73131174,6.821822897,5.422338074,0,0,0,0,3.64566868,0,0,3.943964267,45.4898386,20.1590738,14.95323635,0,11.66778103,13.43201981,10.80528013,3.193690911,13.19433995,4.550226998,0,0,17.26637926,11.66517972,5.166204817,9.011882778,22.11299422,14.73235292,0.381927252,1.634769702,1.634769702,4.280316983
254,Pocillopora_acuta_HIv2___RNAseq.g14257.t1,3.883383599,266.1810505,-127.0905253,1.92659807,0.777986061,0.422856851,1.424276311,-0.093047104,0.601571614,0.842957223,0.851451704,1.197462338,0.39597541,5.291780253,0.006037845,1,1,1,0.529175077,0.021426306,0.938063851,1,0.098206902,0.99942793,-1.660768009,-1.651358259,Stable,Not Significant,0,5.886572661,16.00669422,12.80488794,15.12579554,20.40420352,24.75081044,19.85747079,19.96073197,17.83731348,13.23955775,0,21.97316458,12.77713682,0,0,0,0,11.73051874,0,14.51710401,10.00177716,3.898184513,0,0,0,14.67998233,0,5.103936152,9.673778068,6.020820832,0,0,3.839823582,0,0,0,0,0,0,0,0,5.397120427,0,0,7.776786482,2.177083333,3.322916667,9.045454545,12.57954545,0.911150581,3.78569393,3.78569393,4.154849935
531,Pocillopora_acuta_HIv2___RNAseq.g30585.t1,2.339843221,295.187514,-141.593757,2.41571755,1.037770645,0.586145332,1.419289626,-0.270616949,0.473819947,0.660240558,0.667086961,0.935311641,0.931264619,7.512761279,0.083713848,1,1,1,0.33453453,0.006126338,0.772326213,1,0.046342246,0.99942793,-1.728722442,-1.485073122,Stable,q_Origin < 0.05,18.49179785,0,12.24041322,11.73781394,13.1090228,0,20.25066309,8.17660562,19.96073197,8.918656742,12.46076024,18.44048398,19.66019988,0,13.15058319,22.23398283,7.832138111,21.54923598,26.39366716,24.22118338,9.168697272,12.72953457,17.54183031,0,0,0,0,6.672119668,0,0,5.160703571,0,0,7.679647164,6.157214968,0,0,0,0,5.322818185,8.79622663,0,0,4.672525748,24.17293096,6.221429185,2.822916711,5.072916897,11.6704531,15.99999891,0.762908673,3.154003749,3.154003749,4.134182581
2350,Pocillopora_acuta_HIv2___TS.g15890.t2,6.510541585,239.1738717,-113.5869358,1.480716444,0.523248126,0.92367089,1.417780137,-1.04676987,0.769368505,1.074283285,1.094002234,1.538057937,0.288579668,1.334088792,0.46318772,1,1,1,0.591132153,0.248079118,0.496137944,1,0.388585133,0.99942793,-1.567574456,-0.447459058,Stable,Not Significant,14.38250944,11.77314532,0,9.603665955,9.075477326,0,0,11.68086517,0,0,0,0,12.72130581,0,0,14.14889817,12.72722443,0,19.55086456,14.70571848,0,12.72953457,14.61819192,11.92914376,0,0,9.786654885,7.625279621,0,0,9.461289879,0,0,0,0,0,0,0,0,0,0,0,0,0,16.11528731,0,1.687499969,4.25000014,6.965910077,6.1590915,0.351069921,1.449197952,1.449197952,4.127946787
2205,Pocillopora_acuta_HIv2___TS.g9414.t1,0.943737992,443.8466189,-215.9233094,4.824342245,2.762829368,0.369635092,1.4083608,-0.407848857,0.361492379,0.414720309,0.481272416,0.590108789,0.325137168,9.930351272,0.477677002,1,1,1,0.568536628,0.001625755,0.489476427,1,0.01982701,0.99942793,-1.965636565,-1.404800898,Stable,q_Origin < 0.05,132.5245513,87.31749447,81.91661157,91.76836357,43.36061389,88.71392835,66.37717345,51.39580675,58.70803519,73.57891812,88.78291669,96.81254088,49.72874088,42.8946736,8.509200887,9.095720249,58.74103583,55.8321114,40.07927235,72.66355015,68.76522954,70.92169262,102.3273435,107.3622939,15.30729258,9.630791269,16.6373133,15.25055924,9.478738568,7.035474958,3.440469047,9.202583289,13.64695158,17.27920612,13.19403207,8.076047669,98.20382363,59.48465917,3.087222896,3.193690911,5.497641644,0,7.196160569,17.75559784,94.38953995,6.999107834,15.84460982,22.93042108,64.7925202,62.36326518,0.665079393,2.719673788,2.719673788,4.089246812
434,Pocillopora_acuta_HIv2___RNAseq.g3187.t1,1.045156091,316.600214,-152.300107,3.008681929,1.598966629,0.094352783,1.401866251,-0.311297386,0.322396163,0.454271154,0.451084291,0.637599916,0.039892881,15.27715662,0.238371564,1,1,1,0.841690167,9.28E-05,0.625384739,1,0.002763763,0.99942793,-1.826942027,-1.416310259,Stable,q_Origin < 0.05,6.163932617,0,12.24041322,22.40855389,27.22643198,38.14698919,16.87555257,11.68086517,29.3540176,13.37798511,6.230380119,32.27084696,24.28612927,14.60244208,17.01840177,21.22334725,19.58034528,31.34434324,5.865259369,25.95126791,11.46087159,7.274019756,20.46546869,15.18254661,4.081944687,0,0,8.578439574,1.458267472,0,6.880938094,3.943964267,0,1.919911791,3.518408553,10.38348986,4.861575427,9.594299866,1.543611448,5.322818185,7.696698301,4.550226998,2.698560213,0,11.51091951,1.555357296,4.94791675,5.437500088,20.10227274,16.18181818,0.732496009,2.975966514,2.975966514,4.062775054
626,Pocillopora_acuta_HIv2___RNAseq.g11428.t1,1.487996373,295.7616113,-141.8808057,2.518086209,1.225611979,0.514488632,1.394600057,-0.710300275,0.385310484,0.53580649,0.538844495,0.756503774,0.174865556,7.477671979,0.88158008,1,1,1,0.675823347,0.006246879,0.347769273,1,0.046730982,0.99942793,-1.741979793,-0.876340739,Stable,q_Origin < 0.05,22.60108626,17.65971798,9.415702479,8.53659196,14.11740917,30.16273564,7.875257868,4.672346068,0,0,3.893987574,10.37277224,0,13.68978945,3.867818585,3.03190675,17.62231075,25.46727888,19.55086456,15.57076075,17.57333644,14.54803951,12.66909967,0,6.122917031,0,8.807989396,8.578439574,4.374802416,0,4.300586309,0,0,10.55951485,7.036817106,10.38348986,5.833890513,5.75657992,0,5.322818185,6.597169973,0,8.09568064,0,0,0,3.40625,5.697916667,13.73863636,11.29545455,0.491496591,1.982383247,1.982383247,4.033361134
446,Pocillopora_acuta_HIv2___RNAseq.g12468.t1,0.506817171,302.5271371,-145.2635686,3.370093779,1.658228077,0.14903558,1.38195596,-0.25923872,0.241055676,0.337665445,0.32943901,0.46407862,0.002591779,29.08306909,0.312044558,1,1,1,0.959397621,6.93E-08,0.576428264,1,1.28E-05,0.99942793,-1.809601528,-1.475571126,Stable,q_Origin < 0.05,18.49179785,14.71643165,18.83140496,19.20733191,17.14256828,22.17848209,20.25066309,23.36173034,14.08992845,14.49281721,12.46076024,21.89807472,16.19075285,21.90366311,6.962073453,10.10635583,37.20265603,28.40581106,24.4385807,33.73664829,14.51710401,16.36654445,3.898184513,3.253402845,6.122917031,3.502105916,1.957330977,1.906319905,11.66613978,7.914909328,0,2.629309511,12.50970562,5.759735373,5.27761283,8.076047669,9.723150854,6.716009907,4.630834343,3.193690911,7.696698301,7.280363197,5.397120427,6.541536047,2.302183901,3.888393241,5.25,6.093750003,20.90909091,18.72727273,0.771638796,3.073193472,3.073193472,3.982683983
1134,Pocillopora_acuta_HIv2___TS.g11787.t1,3.341366144,385.7663121,-186.883156,3.411673904,2.53154503,0.532137911,1.377063061,-0.927505934,0.533925319,0.753267568,0.768544561,1.086030085,0.025081587,2.824332161,0.729372998,1,1,1,0.874163933,0.092845505,0.3930865,1,0.234855202,0.99942793,-1.904936556,-0.625069167,Stable,Not Significant,14.38250944,52.97915395,30.13024793,85.3659196,31.25997746,26.61417851,40.50132618,40.8830281,48.14058886,74.69375021,17.91234284,94.50748039,70.54542311,78.48812616,0,0,69.51022574,32.32385397,41.05681558,41.52202866,13.75304591,30.00533149,100.3782512,68.32145973,0,0,19.57330977,41.93903792,0,0,0,0,0,0,4.398010691,4.614884382,0,0,37.04667475,37.2597273,0,0,0,0,119.7135629,3.110714593,12.57291667,21.40625011,49.82954545,33.55681818,0.395538982,1.567617776,1.567617776,3.963244708
1221,Pocillopora_acuta_HIv2___RNAseq.g19226.t1,5.637700505,256.8573875,-122.4286937,1.729572913,0.472604419,1.331234576,1.376208239,-0.715227343,0.722325481,1.002636596,1.02400586,1.432608754,1.876035918,1.99219265,0.249248766,1,1,1,0.170785376,0.158111807,0.617604542,1,0.311123007,0.99942793,-1.497368492,-0.85140533,Stable,Not Significant,12.32786523,0,10.35727273,0,13.1090228,21.29134281,11.25036838,0,0,0,17.91234284,0,24.28612927,10.95183156,0,23.24461842,0,9.795107263,18.57332133,0,15.28116212,0,18.51637644,10.84467615,0,0,11.74398586,0,10.2078723,0,11.1815244,10.51723804,0,0,0,0,13.6124112,0,0,0,0,0,0,0,0,0,1.60416668,6.072916667,6.352272727,11.76136364,0.48908091,1.936691096,1.936691096,3.959858291
1063,Pocillopora_acuta_HIv2___TS.g1409.t2,6.632759972,226.69994,-107.34997,1.335801065,0.419258433,0.880024551,1.366803015,-1.077314723,0.779435288,1.087643895,1.10713017,1.55651121,0.207006567,1.115064193,0.479049824,1,1,1,0.649123812,0.290983749,0.488853023,1,0.420175695,0.99942793,-1.466410906,-0.337766688,Stable,Not Significant,0,0,0,0,0,9.758532119,0,0,0,3.344496278,8.566772663,0,0,9.126526297,8.509200887,13.13826258,15.66427622,10.77461799,14.66314842,0,0,15.45729198,0,0,0,0,10.76532037,0,5.103936152,9.673778068,11.1815244,0,0,0,0,0,11.66778103,5.75657992,0,0,0,0,0,0,0,0,1.520833338,3.666666667,5.965909091,4.897727273,0.340508659,1.335743802,1.335743802,3.922789528
602,Pocillopora_acuta_HIv2___RNAseq.g12873.t1,0.803788151,425.6629663,-206.8314832,4.793266227,2.927854851,0.07255397,1.343747966,-0.30430041,0.267284821,0.377584732,0.381812565,0.539981919,0.079766379,19.47894699,0.317575244,1,1,1,0.777614257,1.02E-05,0.573068491,1,0.000561593,0.99942793,-1.883412056,-1.454707645,Stable,q_Origin < 0.05,40.06556201,53.96024939,78.15033058,35.21344183,58.48640944,78.06825695,60.75198926,105.1277865,69.27548153,75.8085823,62.30380119,91.04988964,67.07597608,95.82852612,40.998877,35.37224541,62.65710489,58.77064358,33.23646976,53.63262035,32.85449856,102.7455291,52.62549092,87.8418768,0,8.75526479,10.76532037,11.43791943,21.87401208,12.31208118,6.020820832,0,13.64695158,7.679647164,21.11045132,18.45953753,8.750835769,23.02631968,33.95945185,24.48496365,8.79622663,0,28.78464228,18.69010299,36.83494242,12.44285837,18.6875,20.09375,71.63636364,56.81818182,0.737639239,2.827654461,2.827654461,3.833384007
651,Pocillopora_acuta_HIv2___RNAseq.g14952.t1,1.882716813,335.8178968,-161.9089484,2.987521464,1.774245887,0.228078352,1.341791492,-0.343848302,0.41355422,0.58238454,0.588398782,0.830686356,0.020231049,7.925438774,0.171340335,1,1,1,0.886893683,0.004874452,0.678923346,1,0.040228235,0.99942793,-1.772347876,-1.327087014,Stable,q_Origin < 0.05,14.38250944,13.73533621,29.18867769,33.07929384,10.0838637,23.06562137,12.37540522,31.53833596,18.78657126,0,27.25791302,26.50819572,16.19075285,17.34039996,16.24483806,10.10635583,23.49641433,27.42630034,23.46103747,50.1724513,16.04522023,10.91102963,12.66909967,0,23.47118195,14.00842366,14.67998233,6.672119668,0,0,16.34222797,0,0,0,0,0,0,0,0,18.09758183,0,8.190408596,16.19136128,6.541536047,0,10.88750107,5.895833333,7.40625,22.55681818,20.09090909,0.70903648,2.712696586,2.712696586,3.825891423
843,Pocillopora_acuta_HIv2___RNAseq.g30448.t1,3.481360697,292.4139098,-140.2069549,2.235976921,1.463930329,0.326091521,1.333212416,-0.881557925,0.556226995,0.783206734,0.794618273,1.123205414,0.033362708,2.522720951,0.616003716,1,1,1,0.85506903,0.112216806,0.432536218,1,0.25806016,0.99942793,-1.708609969,-0.574565714,Stable,Not Significant,0,11.77314532,8.474132232,16.00610992,20.16772739,23.06562137,16.87555257,0,7.044964223,26.75597022,14.79715278,31.11831671,0,20.07835785,0,0,22.51739707,33.30336469,10.75297551,17.30084527,0,0,14.61819192,10.84467615,10.20486172,16.6350031,0,0,12.39527351,7.914909328,0,0,0,0,16.71244063,0,0,5.75657992,0,0,0,0,0,6.541536047,11.51091951,0,4.322916667,5.989583333,16.39772727,9.409090909,0.414137214,1.570909091,1.570909091,3.7932092
1375,Pocillopora_acuta_HIv2___RNAseq.g28621.t1b,12.55776401,345.0858952,-166.5429476,2.541778445,2.843575912,0.232199027,1.316371757,-0.019538884,1.025048234,1.449197219,1.480787578,2.093667131,0.045361,1.556740769,8.71E-05,1,1,1,0.831341611,0.212143073,0.992553951,1,0.361501295,0.999609267,-1.839831547,-1.823929773,Stable,Not Significant,0,0,137.4692562,133.3842494,0,0,136.1294574,126.1533438,172.6016235,172.7989744,238.3120395,142.9137508,174.6288343,175.2293049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.741055356,0,0,0,32.54527912,36.91907506,0,0,0,0,166.0287776,106.4753118,55.77024441,52.33228837,0,0,17.17707957,21.66666576,64.06816975,79.25003164,0.980650763,3.657693921,3.657693921,3.729863943
1743,Pocillopora_acuta_HIv2___TS.g5471.t1,1.580640837,394.5443355,-191.2721678,3.864938352,2.419441811,0.251108326,1.316060988,-0.288681766,0.373002468,0.525941222,0.533843396,0.753930386,0.086179133,9.654766582,0.14661426,1,1,1,0.769091985,0.001888609,0.70179212,1,0.022100705,0.99942793,-1.809728881,-1.420950956,Stable,q_Origin < 0.05,30.81966309,25.50848153,48.02008265,12.80488794,52.43609122,57.66405343,22.50073676,44.38728765,58.70803519,47.93777999,49.06424344,42.6436192,60.137082,53.84650515,18.56552921,22.23398283,50.90889772,46.03700413,19.55086456,49.30740903,22.92174318,50.00888582,38.007299,44.46317221,0,0,10.76532037,0,24.79054703,7.035474958,4.300586309,0,11.37245965,0,7.916419244,34.61163287,26.25250731,28.7828996,0,0,0,0,16.19136128,23.36262874,23.02183901,0,11.23958375,14.44791535,41.90909213,40.36363917,0.749250604,2.793734473,2.793734473,3.728704999
598,Pocillopora_acuta_HIv2___RNAseq.g18763.t1,2.079994192,288.9209238,-138.4604619,2.346754969,1.041453875,0.827138026,1.307754534,-0.761041609,0.450269995,0.623647733,0.632857138,0.88538826,1.0312681,4.310861493,0.738838104,1,1,1,0.309861013,0.037869779,0.390033329,1,0.139055679,0.99942793,-1.582108504,-0.705125209,Stable,Not Significant,8.218576823,9.810954435,8.474132232,4.26829598,12.10063643,15.9685071,9.000294706,0,12.91576774,8.918656742,17.13354533,13.83036298,10.40834112,13.68978945,0,0,14.68525896,15.67217162,17.59577811,14.70571848,8.404639166,13.63878704,0,11.92914376,13.26632023,0,11.74398586,8.578439574,0,0,0,0,10.23521369,0,10.55522566,0,0,4.797149933,0,0,0,0,13.49280107,7.476041196,18.41747121,0,2.833333333,6.479166667,10.47727273,11.19318182,0.467179555,1.727565039,1.727565039,3.697860963
644,Pocillopora_acuta_HIv2___RNAseq.g16029.t1,3.444210266,370.5573411,-179.2786706,3.241653891,2.309850304,0.502935217,1.306580639,-0.579065815,0.54341083,0.766369804,0.78157261,1.103916844,0.16469427,3.39040287,0.275158628,1,1,1,0.684870881,0.065576924,0.599892126,1,0.192257403,0.99942793,-1.78670901,-1.006716146,Stable,Not Significant,0,0,62.14363636,61.89029171,19.15934102,31.04987492,55.12680507,78.26179664,30.5281783,53.51194045,52.1794335,39.18602845,46.25929385,60.23507356,0,0,29.37051792,19.59021453,35.19155621,39.79194413,35.14667288,31.82383643,0,0,50.00382242,0,41.10395052,23.82899882,39.37322175,0,0,0,0,0,0,0,0,17.26973976,26.24139461,14.90389092,40.68254816,0,0,20.55911329,0,31.88482458,10.07291667,16.65625,37.20454545,34.47727273,0.560421659,2.06993007,2.06993007,3.69352261
457,Pocillopora_acuta_HIv2___RNAseq.g5105.t1,11.5185585,248.5983174,-118.2991587,1.409085928,1.234744563,0.360002639,1.300934412,-0.669830315,0.992051539,1.400349884,1.427794337,2.018030451,0.00137985,0.915872568,0.110172744,1,1,1,0.970368325,0.33856104,0.739947555,1,0.448857152,0.99942793,-1.618437094,-0.791828212,Stable,Not Significant,0,0,0,0,16.13418191,30.16273564,0,0,0,0,0,0,0,0,0,0,15.66427622,12.73363944,22.48349425,29.41143697,35.14667288,51.82739076,20.46546869,30.36509322,0,0,0,0,0,0,0,0,0,0,26.38806415,13.84465315,0,0,0,0,0,0,0,0,8.057643654,0,3.437500343,4.927083354,12.625,9.261363636,0.511795414,1.879684789,1.879684789,3.672726906
2433,Pocillopora_acuta_HIv2___RNAseq.g12852.t1,7.974136283,249.8458156,-118.9229078,1.540514754,1.181854999,0.07387974,1.300206699,-0.638016654,0.830707857,1.174026576,1.192729782,1.687946009,0.077466228,1.352860703,0.142871935,1,1,1,0.780760925,0.244778627,0.705442449,1,0.386158711,0.99942793,-1.605656925,-0.791473956,Stable,Not Significant,0,0,26.36396694,10.67073995,15.12579554,18.62992495,0,0,14.08992845,0,0,0,0,10.95183156,0,25.26588958,18.60132801,25.46727888,0,32.00656376,0,0,0,0,14.28680641,7.004211832,0,15.25055924,0,12.31208118,0,0,0,0,0,0,0,0,12.34889158,0,0,0,0,0,21.87074706,0,3.260416667,3.510416667,11.96590909,6.806818182,0.528339265,1.93903426,1.93903426,3.670055184
1967,Pocillopora_acuta_HIv2___RNAseq.g6767.t1a,1.189763144,309.5043472,-148.7521736,2.80943296,1.439538901,0.437059547,1.293203805,-0.536442903,0.344817951,0.480421499,0.482671449,0.677913565,0.244628411,9.079591937,0.626178798,1,1,1,0.620883037,0.002584777,0.42876043,1,0.02715981,0.99942793,-1.649718533,-0.986330178,Stable,q_Origin < 0.05,9.245898926,7.848763548,18.83140496,20.2744059,16.13418191,7.984253552,10.12533154,22.19364382,19.96073197,26.75597022,14.79715278,13.83036298,18.50371754,31.03018941,6.962073453,17.18080492,0,7.83608581,13.68560519,0,18.33739454,17.27579692,4.872730641,14.09807899,4.081944687,1.751052958,21.53064075,12.39107938,4.374802416,0,6.020820832,6.573273778,4.54898386,5.759735373,0,0,10.69546594,0,0,0,0,7.280363197,8.09568064,2.803515449,11.51091951,0,4.218750108,6.531250645,15.37499834,13.92045512,0.584824836,2.131361339,2.131361339,3.644443959
748,Pocillopora_acuta_HIv2___TS.g21138.t3,2.546603534,276.8430065,-132.4215032,2.114796754,1.095134024,0.652252593,1.278714089,-0.975479603,0.489989621,0.683245225,0.692865198,0.974678517,0.125920945,2.600052251,1.001644472,1,1,1,0.722699411,0.106860192,0.316912921,1,0.251211827,0.99942793,-1.556954839,-0.380366017,Stable,Not Significant,0,19.62190887,0,0,13.1090228,7.097114268,5.625184191,4.672346068,0,11.14832093,14.01835527,3.457590746,0,11.86448419,7.73563717,15.15953375,10.7691899,14.69266089,16.61823488,13.84067622,8.404639166,12.72953457,0,3.253402845,14.28680641,0,0,7.625279621,10.93700604,0,0,5.258619022,18.19593544,13.43938254,0,0,12.64009611,0,0,6.387381823,0,0,0,0,11.51091951,0,2.989583333,5.739583333,10.73863636,7.772727273,0.377011494,1.354231975,1.354231975,3.592017738
2559,Pocillopora_acuta_HIv2___RNAseq.g9187.t1,3.108439371,278.8431695,-133.4215848,2.105963341,0.953104705,1.04640263,1.277642564,-1.016334219,0.539598568,0.749326323,0.763886033,1.070473134,1.05023358,2.017456606,0.901408299,1,1,1,0.305453297,0.155499411,0.342404375,1,0.308933334,0.99942793,-1.520037071,-0.336872054,Stable,Not Significant,0,12.75424077,0,21.3414799,17.14256828,12.41994997,11.25036838,0,0,0,24.92152048,11.52530249,19.66019988,0,0,14.14889817,7.832138111,9.795107263,11.73051874,8.650422637,6.876522954,10.00177716,11.69455354,0,0,11.38184423,15.65864782,0,0,0,16.34222797,0,10.23521369,0,11.4348278,0,0,7.675439893,0,0,12.09481162,0,7.196160569,8.410546346,0,0,2.59375,7.385416667,9.306818182,9.590909091,0.361919228,1.298628029,1.298628029,3.588170865
912,Pocillopora_acuta_HIv2___RNAseq.g925.t1,2.396932266,292.094212,-140.047106,2.335949821,1.203972806,0.596429759,1.27618775,-0.628331933,0.474071788,0.662010758,0.671013102,0.943151076,0.370113114,4.128802902,0.44382906,1,1,1,0.542942618,0.042159164,0.505280098,1,0.147749115,0.99942793,-1.578643194,-0.833654529,Stable,Not Significant,11.30054313,11.77314532,16.00669422,0,12.10063643,14.19422854,15.75051574,0,28.17985689,21.18180976,12.46076024,13.83036298,11.56482346,23.72896837,0,0,0,13.71315017,7.820345825,10.38050716,11.46087159,18.18504939,0,0,13.26632023,7.879738311,18.59464428,8.578439574,5.833069888,0,0,0,5.686229825,0,0,0,6.806205598,0,0,0,9.895754959,0,9.894720783,4.672525748,0,12.44285837,3.333333339,6.052083333,11.94318182,11.56818182,0.533480941,1.91143796,1.91143796,3.58295454
